cve_munedo,Periodo,confirmados,negativos,sospechoso,defuncion,activos,Activos_periodo,Muerte_acumuladas,Confirmados_acumulados
14061,202007,4,8,0,0,0,1,0,7
14061,202008,1,2,0,1,0,0,1,8
14062,202004,0,5,0,0,0,0,0,0
14062,202008,2,1,0,1,0,0,1,2
14063,202003,0,5,0,0,0,0,0,0
14063,202004,25,99,0,3,0,17,3,25
14063,202005,27,104,0,1,0,15,4,52
14063,202006,48,100,0,11,0,10,15,100
14063,202007,51,58,1,7,0,13,22,151
14063,202008,75,52,7,11,20,25,33,226
14063,202009,6,6,9,0,6,6,33,232
14064,202002,0,1,0,0,0,0,0,0
14064,202004,0,12,0,0,0,0,0,0
14064,202005,0,40,0,0,0,0,0,0
14064,202006,2,2,0,0,0,1,0,2
14064,202007,13,30,1,2,0,4,2,15
14064,202008,29,65,4,1,6,11,3,44
14064,202009,0,0,14,0,0,0,3,44
14065,202003,0,1,0,0,0,0,0,0
14065,202005,4,4,0,1,0,4,1,4
14065,202006,2,1,0,0,0,0,1,6
14065,202007,2,1,0,2,0,2,3,8
14065,202008,4,4,0,1,2,3,4,12
14066,202003,0,1,0,0,0,0,0,0
14066,202004,4,17,0,0,0,3,0,4
14066,202005,20,20,0,1,0,4,1,24
14066,202006,15,25,1,1,0,4,2,39
14066,202007,12,16,3,3,0,3,5,51
14066,202008,14,13,2,1,6,9,6,65
14066,202009,0,0,5,0,0,0,6,65
14067,202001,0,9,0,0,0,0,0,0
14067,202002,0,7,0,0,0,0,0,0
14067,202003,6,47,0,2,0,5,2,6
14067,202004,68,236,0,6,0,35,8,74
14067,202005,224,287,21,30,0,111,38,298
14067,202006,326,192,15,60,0,124,98,624
14067,202007,586,304,41,57,0,185,155,1210
14067,202008,492,274,49,42,78,136,197,1702
14067,202009,0,0,59,0,0,0,197,1702
14068,202003,0,5,0,0,0,0,0,0
14068,202004,0,1,0,0,0,0,0,0
14068,202005,0,2,0,0,0,0,0,0
14068,202006,2,0,0,0,0,2,0,2
14068,202007,1,4,0,0,0,0,0,3
14068,202008,13,5,1,1,1,3,1,16
14068,202009,0,1,1,0,0,0,1,16
14069,202004,0,3,0,0,0,0,0,0
14069,202006,1,4,0,0,0,0,0,1
14069,202007,1,1,0,0,0,1,0,2
14069,202008,6,3,0,0,1,3,0,8
14069,202009,0,0,1,0,0,0,0,8
14070,202001,0,2,0,0,0,0,0,0
14070,202002,0,2,0,0,0,0,0,0
14070,202003,0,11,0,0,0,0,0,0
14070,202004,1,55,0,0,0,1,0,1
14070,202005,73,150,2,11,0,28,11,74
14070,202006,75,91,4,9,0,29,20,149
14070,202007,99,105,11,20,0,30,40,248
14070,202008,76,73,7,7,9,20,47,324
14070,202009,6,2,5,0,4,4,47,330
14071,202004,0,5,0,0,0,0,0,0
14071,202005,1,2,0,0,0,1,0,1
14071,202006,0,2,0,0,0,0,0,1
14071,202008,1,1,0,1,0,0,1,2
14072,202004,0,6,0,0,0,0,0,0
14072,202005,0,3,3,0,0,0,0,0
14072,202006,0,2,0,0,0,0,0,0
14072,202007,10,20,0,0,0,8,0,10
14072,202008,16,12,5,1,0,0,1,26
14072,202009,0,0,4,0,0,0,1,26
14073,202002,0,1,0,0,0,0,0,0
14073,202003,1,2,0,0,0,1,0,1
14073,202004,2,30,0,0,0,1,0,3
14073,202005,47,146,6,0,0,28,0,50
14073,202006,60,75,3,8,0,5,8,110
14073,202007,30,55,1,3,0,16,11,140
14073,202008,33,109,10,2,4,12,13,173
14073,202009,0,1,10,0,0,0,13,173
14074,202003,1,0,0,1,0,1,1,1
14074,202004,1,12,0,0,0,0,1,2
14074,202005,0,2,0,0,0,0,1,2
14074,202006,5,9,0,0,0,2,1,7
14074,202007,10,6,0,1,0,4,2,17
14074,202008,4,4,0,1,0,0,3,21
14075,202004,0,6,0,0,0,0,0,0
14075,202006,0,1,0,0,0,0,0,0
14075,202007,1,1,0,0,0,1,0,1
14075,202008,1,1,0,0,0,0,0,2
14076,202003,0,1,0,0,0,0,0,0
14076,202005,0,2,0,0,0,0,0,0
14076,202007,0,2,0,0,0,0,0,0
14076,202008,3,7,0,0,0,1,0,3
14076,202009,0,0,1,0,0,0,0,3
14077,202003,0,2,0,0,0,0,0,0
14077,202004,1,13,1,0,0,0,0,1
14077,202005,1,12,0,0,0,1,0,2
14077,202006,10,7,0,2,0,4,2,12
14077,202007,7,3,1,1,0,0,3,19
14077,202008,13,4,2,4,1,2,7,32
14077,202009,0,1,0,0,0,0,7,32
14078,202003,0,4,0,0,0,0,0,0
14078,202004,0,45,0,0,0,0,0,0
14078,202005,1,2,0,0,0,1,0,1
14078,202006,12,25,0,2,0,9,2,13
14078,202007,8,7,0,1,0,3,3,21
14078,202008,6,8,0,2,0,2,5,27
14078,202009,1,0,0,0,1,1,5,28
14079,202003,0,1,0,0,0,0,0,0
14079,202004,0,3,0,0,0,0,0,0
14079,202005,0,7,0,0,0,0,0,0
14079,202006,7,12,1,0,0,3,0,7
14079,202007,31,16,0,6,0,13,6,38
14079,202008,32,21,0,4,5,5,10,70
14079,202009,0,0,1,0,0,0,10,70
14080,202004,0,9,0,0,0,0,0,0
14080,202006,1,0,0,1,0,1,1,1
14080,202007,1,4,0,0,0,0,1,2
14080,202008,1,1,0,0,0,0,1,3
14081,202003,0,1,0,0,0,0,0,0
14081,202005,0,3,0,0,0,0,0,0
14081,202006,3,4,0,1,0,1,1,3
14081,202007,0,3,0,0,0,0,1,3
14081,202008,0,2,0,0,0,0,1,3
14082,202003,0,2,0,0,0,0,0,0
14082,202004,0,3,0,0,0,0,0,0
14082,202005,2,5,1,0,0,1,0,2
14082,202006,9,45,0,2,0,1,2,11
14082,202007,20,9,0,6,0,10,8,31
14082,202008,16,19,1,3,4,6,11,47
14082,202009,0,0,4,0,0,0,11,47
14083,202001,0,1,0,0,0,0,0,0
14083,202002,0,1,0,0,0,0,0,0
14083,202003,0,9,0,0,0,0,0,0
14083,202004,0,13,0,0,0,0,0,0
14083,202005,4,15,0,0,0,4,0,4
14083,202006,55,43,1,12,0,17,12,59
14083,202007,58,56,2,6,0,24,18,117
14083,202008,67,48,1,6,14,29,24,184
14083,202009,1,1,2,0,1,1,24,185
14084,202001,0,1,0,0,0,0,0,0
14084,202004,0,15,0,0,0,0,0,0
14084,202005,3,17,0,0,0,0,0,3
14084,202006,5,7,0,0,0,0,0,8
14084,202007,4,1,0,0,0,2,0,12
14084,202008,7,4,0,0,0,0,0,19
14085,202003,0,1,0,0,0,0,0,0
14085,202004,0,18,0,0,0,0,0,0
14085,202005,1,8,0,0,0,0,0,1
14085,202006,6,22,1,1,0,3,1,7
14085,202007,58,52,0,3,0,35,4,65
14085,202008,133,76,8,2,18,33,6,198
14085,202009,1,2,21,0,0,0,6,199
14086,202003,0,2,0,0,0,0,0,0
14086,202005,0,3,0,0,0,0,0,0
14086,202006,1,4,0,0,0,0,0,1
14086,202007,6,3,0,0,0,1,0,7
14086,202008,4,4,0,0,2,2,0,11
14086,202009,0,0,6,0,0,0,0,11
14087,202003,0,2,0,0,0,0,0,0
14087,202004,0,1,0,0,0,0,0,0
14087,202005,2,7,0,0,0,1,0,2
14087,202006,0,5,0,0,0,0,0,2
14087,202007,6,7,0,2,0,1,2,8
14087,202008,13,9,0,0,4,5,2,21
14087,202009,0,0,1,0,0,0,2,21
14088,202003,1,3,0,0,0,0,0,1
14088,202004,1,10,0,1,0,0,1,2
14088,202005,3,2,0,0,0,3,1,5
14088,202006,2,2,0,0,0,1,1,7
14088,202007,1,0,1,0,0,1,1,8
14088,202008,2,2,0,0,0,0,1,10
14089,202003,0,1,0,0,0,0,0,0
14089,202006,0,1,0,0,0,0,0,0
14089,202008,1,0,0,0,0,0,0,1
14090,202003,0,1,0,0,0,0,0,0
14090,202004,0,6,0,0,0,0,0,0
14090,202006,0,1,0,0,0,0,0,0
14090,202007,1,1,0,0,0,0,0,1
14090,202008,1,0,1,0,0,0,0,2
14091,202001,0,1,0,0,0,0,0,0
14091,202004,0,24,0,0,0,0,0,0
14091,202005,0,8,1,0,0,0,0,0
14091,202006,1,2,0,0,0,0,0,1
14091,202007,7,21,0,1,0,4,1,8
14091,202008,16,24,3,1,3,4,2,24
14092,202004,0,4,0,0,0,0,0,0
14092,202006,1,4,0,0,0,0,0,1
14092,202007,2,0,0,1,0,1,1,3
14092,202008,4,0,1,1,1,1,2,7
14093,202001,0,3,0,0,0,0,0,0
14093,202002,0,1,0,0,0,0,0,0
14093,202003,0,20,0,0,0,0,0,0
14093,202004,1,124,0,0,0,0,0,1
14093,202005,24,87,1,2,0,20,2,25
14093,202006,55,163,8,4,0,22,6,80
14093,202007,101,217,2,4,0,47,10,181
14093,202008,142,206,7,8,24,40,18,323
14093,202009,5,4,20,0,5,5,18,328
14094,202002,0,2,0,0,0,0,0,0
14094,202003,0,1,0,0,0,0,0,0
14094,202004,5,50,0,1,0,0,1,5
14094,202005,1,6,0,0,0,1,1,6
14094,202006,5,6,1,0,0,1,1,11
14094,202007,6,4,0,1,0,0,2,17
14094,202008,13,4,3,3,4,5,5,30
14094,202009,1,0,2,0,1,1,5,31
14095,202004,0,1,0,0,0,0,0,0
14095,202005,1,4,0,0,0,1,0,1
14095,202006,5,2,0,2,0,1,2,6
14095,202007,2,4,0,1,0,0,3,8
14095,202008,1,3,0,0,0,0,3,9
14095,202009,0,0,1,0,0,0,3,9
14096,202003,0,1,0,0,0,0,0,0
14096,202004,5,24,0,0,0,1,0,5
14096,202005,0,6,0,0,0,0,0,5
14096,202006,4,4,0,0,0,2,0,9
14096,202007,6,5,0,3,0,3,3,15
14096,202008,7,4,1,1,1,1,4,22
14097,202001,0,10,0,0,0,0,0,0
14097,202002,0,7,0,0,0,0,0,0
14097,202003,1,66,0,0,0,1,0,1
14097,202004,14,180,0,5,0,11,5,15
14097,202005,108,253,6,8,0,67,13,123
14097,202006,337,334,20,31,0,102,44,460
14097,202007,349,363,36,51,0,103,95,809
14097,202008,229,248,33,26,39,60,121,1038
14097,202009,7,6,28,0,5,5,121,1045
14098,202001,0,14,0,0,0,0,0,0
14098,202002,0,11,0,0,0,0,0,0
14098,202003,0,61,0,0,0,0,0,0
14098,202004,19,171,0,3,0,14,3,19
14098,202005,147,312,12,25,0,91,28,166
14098,202006,503,492,37,83,0,152,111,669
14098,202007,442,551,32,59,0,122,170,1111
14098,202008,386,340,37,35,80,129,205,1497
14098,202009,10,17,32,1,10,10,206,1507
14099,202004,0,2,0,0,0,0,0,0
14099,202005,1,4,0,0,0,0,0,1
14099,202006,2,17,0,1,0,0,1,3
14099,202007,5,2,0,1,0,2,2,8
14099,202008,5,2,0,1,0,1,3,13
14099,202009,0,1,0,0,0,0,3,13
14100,202003,2,25,0,1,0,0,1,2
14100,202004,3,4,0,2,0,1,3,5
14100,202005,2,1,0,0,0,0,3,7
14100,202006,6,4,0,0,0,3,3,13
14100,202007,6,2,1,3,0,1,6,19
14100,202008,6,4,0,1,0,0,7,25
14100,202009,0,0,1,0,0,0,7,25
14101,202001,0,15,0,0,0,0,0,0
14101,202002,0,9,0,0,0,0,0,0
14101,202003,1,58,0,1,0,1,1,1
14101,202004,44,209,0,3,0,33,4,45
14101,202005,110,284,8,17,0,63,21,155
14101,202006,340,373,28,44,0,142,65,495
14101,202007,400,487,31,48,0,103,113,895
14101,202008,291,261,47,23,58,86,136,1186
14101,202009,8,15,51,0,8,8,136,1194
14102,202003,0,1,0,0,0,0,0,0
14102,202004,0,9,0,0,0,0,0,0
14102,202005,0,4,0,0,0,0,0,0
14102,202006,2,0,0,0,0,1,0,2
14102,202007,4,1,0,0,0,2,0,6
14102,202008,2,0,0,0,0,1,0,8
14103,202004,0,3,0,0,0,0,0,0
14103,202005,1,16,1,0,0,0,0,1
14103,202006,0,2,0,0,0,0,0,1
14103,202007,3,3,0,0,0,1,0,4
14103,202008,6,2,0,1,0,1,1,10
14104,202003,0,2,0,0,0,0,0,0
14104,202006,3,0,0,0,0,1,0,3
14104,202007,1,1,0,0,0,0,0,4
14104,202008,5,0,0,1,0,0,1,9
14105,202003,0,1,0,0,0,0,0,0
14105,202004,0,5,0,0,0,0,0,0
14105,202005,0,11,0,0,0,0,0,0
14105,202006,14,18,3,1,0,1,1,14
14105,202007,2,2,0,0,0,0,1,16
14105,202008,5,3,2,1,1,1,2,21
14105,202009,0,0,1,0,0,0,2,21
14106,202003,0,1,0,0,0,0,0,0
14106,202005,0,1,0,0,0,0,0,0
14106,202006,5,6,0,0,0,3,0,5
14106,202007,4,3,1,0,0,0,0,9
14106,202008,0,1,0,0,0,0,0,9
14107,202003,0,1,0,0,0,0,0,0
14107,202004,0,1,0,0,0,0,0,0
14107,202006,4,5,0,1,0,0,1,4
14107,202007,0,3,0,0,0,0,1,4
14107,202008,0,2,0,0,0,0,1,4
14108,202003,0,2,0,0,0,0,0,0
14108,202004,1,7,0,0,0,0,0,1
14108,202005,2,6,0,0,0,0,0,3
14108,202006,10,12,0,3,0,4,3,13
14108,202007,35,11,0,5,0,10,8,48
14108,202008,42,14,1,10,6,11,18,90
14109,202004,0,20,0,0,0,0,0,0
14109,202005,0,4,0,0,0,0,0,0
14109,202006,2,3,0,1,0,1,1,2
14109,202007,8,9,0,2,0,5,3,10
14109,202008,15,12,5,1,2,3,4,25
14109,202009,0,0,12,0,0,0,4,25
14110,202004,0,8,0,0,0,0,0,0
14110,202005,0,3,0,0,0,0,0,0
14110,202006,1,5,0,0,0,0,0,1
14110,202007,2,0,0,0,0,1,0,3
14110,202008,2,2,4,1,0,0,1,5
14110,202009,0,1,1,0,0,0,1,5
14111,202004,0,13,0,0,0,0,0,0
14111,202005,0,2,0,0,0,0,0,0
14111,202006,1,6,0,0,0,0,0,1
14111,202007,2,0,1,0,0,0,0,3
14111,202008,8,6,0,0,1,2,0,11
14111,202009,0,0,2,0,0,0,0,11
14112,202004,0,4,0,0,0,0,0,0
14112,202006,2,0,0,0,0,2,0,2
14112,202007,4,1,0,1,0,0,1,6
14112,202008,6,3,0,0,2,2,1,12
14113,202004,0,1,0,0,0,0,0,0
14113,202005,1,4,0,0,0,1,0,1
14113,202006,5,5,0,0,0,1,0,6
14113,202007,6,6,0,1,0,3,1,12
14113,202008,4,3,0,1,0,2,2,16
14114,202004,0,10,0,0,0,0,0,0
14114,202005,4,6,0,2,0,2,2,4
14114,202006,12,9,1,2,0,7,4,16
14114,202007,7,12,0,2,0,1,6,23
14114,202008,4,10,3,1,0,1,7,27
14115,202004,0,2,0,0,0,0,0,0
14115,202007,1,1,0,0,0,0,0,1
14115,202008,1,3,0,0,0,0,0,2
14115,202009,0,0,1,0,0,0,0,2
14116,202004,0,13,0,0,0,0,0,0
14116,202005,0,1,0,0,0,0,0,0
14116,202006,0,2,0,0,0,0,0,0
14116,202007,2,11,0,0,0,1,0,2
14116,202008,6,6,5,0,0,2,0,8
14116,202009,0,0,1,0,0,0,0,8
14117,202004,0,15,0,0,0,0,0,0
14117,202005,5,7,0,0,0,0,0,5
14117,202006,0,6,0,0,0,0,0,5
14117,202008,0,4,1,0,0,0,0,5
14118,202003,1,8,0,0,0,1,0,1
14118,202004,0,21,0,0,0,0,0,1
14118,202005,0,1,0,0,0,0,0,1
14118,202006,5,27,0,1,0,2,1,6
14118,202007,16,9,1,1,0,10,2,22
14118,202008,4,5,2,1,0,1,3,26
14119,202003,0,1,0,0,0,0,0,0
14119,202004,0,7,0,0,0,0,0,0
14119,202005,9,9,0,0,0,9,0,9
14119,202006,40,18,5,4,0,5,4,49
14119,202007,14,7,1,1,0,4,5,63
14119,202008,4,2,0,0,1,1,5,67
14119,202009,0,0,1,0,0,0,5,67
14120,202001,0,71,0,0,0,0,0,0
14120,202002,0,49,0,0,0,0,0,0
14120,202003,51,330,0,1,0,15,1,51
14120,202004,26,656,2,2,0,15,3,77
14120,202005,245,855,31,18,0,163,21,322
14120,202006,973,1333,105,87,0,331,108,1295
14120,202007,1030,1525,143,99,0,274,207,2325
14120,202008,950,1130,250,80,203,315,287,3275
14120,202009,25,38,144,0,23,23,287,3300
14121,202004,1,4,0,0,0,0,0,1
14121,202005,2,13,0,0,0,1,0,3
14121,202006,18,14,0,2,0,10,2,21
14121,202007,22,24,1,5,0,7,7,43
14121,202008,22,12,1,1,5,10,8,65
14121,202009,0,0,1,0,0,0,8,65
14122,202004,0,11,0,0,0,0,0,0
14122,202005,1,6,0,0,0,0,0,1
14122,202006,2,2,0,1,0,0,1,3
14122,202007,2,3,0,0,0,0,1,5
14122,202008,4,1,0,0,1,1,1,9
14123,202002,0,1,0,0,0,0,0,0
14123,202004,1,6,0,1,0,1,1,1
14123,202005,4,7,0,1,0,2,2,5
14123,202006,2,2,0,0,0,1,2,7
14123,202007,6,6,2,1,0,2,3,13
14123,202008,4,3,1,0,0,0,3,17
14123,202009,0,0,1,0,0,0,3,17
14124,202001,0,1,0,0,0,0,0,0
14124,202003,0,8,0,0,0,0,0,0
14124,202004,0,11,0,0,0,0,0,0
14124,202005,15,82,0,0,0,4,0,15
14124,202006,12,16,1,3,0,5,3,27
14124,202007,29,24,2,1,0,14,4,56
14124,202008,4,7,4,1,2,2,5,60
14125,202003,0,3,0,0,0,0,0,0
14125,202004,0,4,0,0,0,0,0,0
14125,202005,0,2,0,0,0,0,0,0
14125,202006,2,1,0,0,0,2,0,2
14125,202007,1,1,0,1,0,0,1,3
14125,202008,2,3,0,0,0,0,1,5
15001,202003,0,3,0,0,0,0,0,0
15001,202004,3,8,2,1,0,0,1,3
15001,202005,24,54,2,6,0,15,7,27
15001,202006,48,62,3,3,0,14,10,75
15001,202007,37,40,93,0,0,10,10,112
15001,202008,23,64,98,2,5,5,12,135
15001,202009,0,0,18,0,0,0,12,135
15002,202003,1,4,0,0,0,1,0,1
15002,202004,25,22,0,3,0,14,3,26
15002,202005,108,170,7,13,0,46,16,134
15002,202006,176,323,44,19,0,57,35,310
15002,202007,227,435,33,12,0,51,47,537
15002,202008,120,302,46,6,19,34,53,657
15002,202009,0,2,38,0,0,0,53,657
15003,202004,0,4,0,0,0,0,0,0
15003,202005,9,31,0,0,0,0,0,9
15003,202006,14,21,2,3,0,7,3,23
15003,202007,11,13,11,1,0,4,4,34
15003,202008,16,19,16,0,1,4,4,50
15004,202004,0,2,0,0,0,0,0,0
15004,202005,3,11,0,0,0,2,0,3
15004,202006,6,47,1,0,0,1,0,9
15004,202007,25,50,1,0,0,9,0,34
15004,202008,7,51,2,0,1,1,0,41
15004,202009,0,0,7,0,0,0,0,41
15005,202001,0,1,0,0,0,0,0,0
15005,202002,0,1,0,0,0,0,0,0
15005,202003,0,10,0,0,0,0,0,0
15005,202004,12,18,0,5,0,7,5,12
15005,202005,81,53,2,15,0,39,20,93
15005,202006,117,125,8,14,0,42,34,210
15005,202007,102,98,72,12,0,33,46,312
15005,202008,63,83,67,12,6,15,58,375
15005,202009,0,1,10,0,0,0,58,375
15006,202004,0,4,0,0,0,0,0,0
15006,202005,13,33,0,1,0,5,1,13
15006,202006,28,20,0,4,0,6,5,41
15006,202007,18,28,3,5,0,3,10,59
15006,202008,11,28,6,3,1,2,13,70
15006,202009,0,0,1,0,0,0,13,70
15007,202003,0,2,0,0,0,0,0,0
15007,202004,3,4,0,1,0,2,1,3
15007,202005,14,11,1,2,0,6,3,17
15007,202006,28,38,1,0,0,10,3,45
15007,202007,37,36,0,1,0,10,4,82
15007,202008,12,41,3,0,2,5,4,94
15007,202009,0,0,1,0,0,0,4,94
15008,202004,1,2,0,0,0,0,0,1
15008,202005,3,18,0,1,0,1,1,4
15008,202006,4,15,0,1,0,1,2,8
15008,202007,2,5,1,1,0,0,3,10
15008,202008,2,29,1,0,0,0,3,12
15008,202009,0,0,1,0,0,0,3,12
15009,202003,0,1,0,0,0,0,0,0
15009,202004,20,16,0,1,0,14,1,20
15009,202005,57,66,4,4,0,25,5,77
15009,202006,65,66,4,4,0,24,9,142
15009,202007,64,78,3,7,0,26,16,206
15009,202008,33,48,7,0,2,9,16,239
15009,202009,0,0,5,0,0,0,16,239
15010,202003,0,1,0,0,0,0,0,0
15010,202004,2,3,1,0,0,1,0,2
15010,202005,8,3,0,2,0,6,2,10
15010,202006,22,10,2,5,0,6,7,32
15010,202007,28,15,0,13,0,8,20,60
15010,202008,13,12,5,3,0,2,23,73
15010,202009,0,0,2,0,0,0,23,73
15011,202003,0,3,0,0,0,0,0,0
15011,202004,9,9,1,4,0,4,4,9
15011,202005,20,49,0,5,0,11,9,29
15011,202006,49,58,1,7,0,13,16,78
15011,202007,66,68,8,5,0,20,21,144
15011,202008,63,63,18,2,6,13,23,207
15011,202009,0,0,8,0,0,0,23,207
15012,202002,0,1,0,0,0,0,0,0
15012,202003,2,19,0,1,0,2,1,2
15012,202004,6,56,0,2,0,3,3,8
15012,202005,47,79,3,14,0,26,17,55
15012,202006,86,107,12,21,0,25,38,141
15012,202007,57,80,6,7,0,14,45,198
15012,202008,29,33,10,2,8,10,47,227
15012,202009,0,0,6,0,0,0,47,227
15013,202001,0,2,0,0,0,0,0,0
15013,202002,0,1,0,0,0,0,0,0
15013,202003,20,28,1,2,0,13,2,20
15013,202004,196,152,9,52,0,95,54,216
15013,202005,425,309,68,79,0,176,133,641
15013,202006,495,342,64,66,0,148,199,1136
15013,202007,339,444,153,45,0,95,244,1475
15013,202008,276,309,334,31,33,69,275,1751
15013,202009,1,2,84,0,0,0,275,1752
15014,202001,0,1,0,0,0,0,0,0
15014,202003,0,2,0,0,0,0,0,0
15014,202004,11,30,0,4,0,7,4,11
15014,202005,73,178,0,12,0,25,16,84
15014,202006,174,170,2,18,0,60,34,258
15014,202007,148,150,337,11,0,43,45,406
15014,202008,106,172,737,4,19,27,49,512
15014,202009,0,0,72,0,0,0,49,512
15015,202004,3,4,0,1,0,2,1,3
15015,202005,16,8,1,2,0,5,3,19
15015,202006,19,10,2,0,0,3,3,38
15015,202007,10,13,1,0,0,7,3,48
15015,202008,8,21,7,1,1,1,4,56
15015,202009,0,0,2,0,0,0,4,56
15016,202003,0,2,0,0,0,0,0,0
15016,202004,3,5,0,1,0,3,1,3
15016,202005,12,27,0,0,0,6,1,15
15016,202006,45,165,6,5,0,18,6,60
15016,202007,73,154,15,4,0,17,10,133
15016,202008,41,74,8,2,4,11,12,174
15016,202009,0,0,2,0,0,0,12,174
15017,202004,2,1,0,1,0,2,1,2
15017,202005,8,6,0,0,0,2,1,10
15017,202006,3,4,0,0,0,2,1,13
15017,202007,2,3,0,0,0,1,1,15
15017,202008,3,0,1,0,0,0,1,18
15018,202001,0,1,0,0,0,0,0,0
15018,202003,1,6,0,0,0,1,0,1
15018,202004,7,22,0,3,0,4,3,8
15018,202005,51,65,1,8,0,19,11,59
15018,202006,91,70,8,18,0,31,29,150
15018,202007,53,55,16,9,0,9,38,203
15018,202008,15,63,46,2,1,4,40,218
15018,202009,0,0,6,0,0,0,40,218
15019,202002,0,1,0,0,0,0,0,0
15019,202004,7,10,0,4,0,4,4,7
15019,202005,28,42,1,2,0,11,6,35
15019,202006,55,26,3,12,0,8,18,90
15019,202007,38,28,3,5,0,15,23,128
15019,202008,37,32,44,7,1,4,30,165
15019,202009,0,0,5,0,0,0,30,165
15020,202001,0,1,0,0,0,0,0,0
15020,202002,0,3,0,0,0,0,0,0
15020,202003,4,22,0,0,0,4,0,4
15020,202004,90,86,4,19,0,39,19,94
15020,202005,248,179,25,49,0,106,68,342
15020,202006,411,339,33,61,0,107,129,753
15020,202007,325,633,76,53,0,111,182,1078
15020,202008,229,368,103,20,31,56,202,1307
15020,202009,3,0,46,0,3,3,202,1310
15021,202003,1,6,0,0,0,0,0,1
15021,202004,2,4,0,1,0,2,1,3
15021,202005,8,20,1,1,0,4,2,11
15021,202006,5,16,0,0,0,1,2,16
15021,202007,11,23,1,0,0,2,2,27
15021,202008,9,21,1,0,0,1,2,36
15021,202009,0,0,1,0,0,0,2,36
15022,202004,9,9,0,2,0,7,2,9
15022,202005,18,24,1,0,0,6,2,27
15022,202006,27,25,1,2,0,6,4,54
15022,202007,15,22,4,1,0,4,5,69
15022,202008,11,20,1,2,1,4,7,80
15022,202009,0,0,4,0,0,0,7,80
15023,202003,0,1,0,0,0,0,0,0
15023,202004,10,11,0,4,0,8,4,10
15023,202005,43,22,3,7,0,23,11,53
15023,202006,84,35,4,14,0,23,25,137
15023,202007,32,22,20,9,0,12,34,169
15023,202008,17,25,46,0,3,6,34,186
15023,202009,0,0,7,0,0,0,34,186
15024,202001,0,1,0,0,0,0,0,0
15024,202002,0,1,0,0,0,0,0,0
15024,202003,8,12,0,0,0,4,0,8
15024,202004,104,93,3,18,0,54,18,112
15024,202005,307,212,41,34,0,130,52,419
15024,202006,398,376,58,37,0,107,89,817
15024,202007,290,324,120,31,0,90,120,1107
15024,202008,175,261,269,14,22,45,134,1282
15024,202009,10,3,36,0,9,9,134,1292
15025,202002,0,5,0,0,0,0,0,0
15025,202003,6,20,0,1,0,4,1,6
15025,202004,237,192,4,50,0,136,51,243
15025,202005,754,534,57,117,0,344,168,997
15025,202006,686,687,97,109,0,179,277,1683
15025,202007,633,831,50,98,0,215,375,2316
15025,202008,438,776,125,54,69,129,429,2754
15025,202009,2,4,105,0,2,2,429,2756
15026,202003,0,2,0,0,0,0,0,0
15026,202004,0,4,0,0,0,0,0,0
15026,202005,3,22,1,1,0,1,1,3
15026,202006,13,16,0,0,0,3,1,16
15026,202007,17,10,1,1,0,11,2,33
15026,202008,23,73,5,1,4,6,3,56
15026,202009,0,0,2,0,0,0,3,56
15027,202004,3,9,0,0,0,3,0,3
15027,202005,12,22,0,1,0,8,1,15
15027,202006,31,16,1,9,0,10,10,46
15027,202007,20,31,10,3,0,4,13,66
15027,202008,8,22,9,2,0,4,15,74
15027,202009,0,0,3,0,0,0,15,74
15028,202003,0,3,0,0,0,0,0,0
15028,202004,2,4,0,0,0,1,0,2
15028,202005,26,15,1,2,0,9,2,28
15028,202006,16,35,2,4,0,5,6,44
15028,202007,23,33,35,1,0,6,7,67
15028,202008,11,19,5,0,1,3,7,78
15028,202009,0,0,2,0,0,0,7,78
15029,202003,2,11,0,0,0,2,0,2
15029,202004,50,46,1,7,0,22,7,52
15029,202005,143,151,28,24,0,50,31,195
15029,202006,136,189,37,24,0,34,55,331
15029,202007,186,213,23,21,0,58,76,517
15029,202008,107,187,30,11,14,32,87,624
15029,202009,0,1,27,0,0,0,87,624
15030,202004,4,4,0,0,0,2,0,4
15030,202005,10,14,5,1,0,7,1,14
15030,202006,19,37,2,1,0,4,2,33
15030,202007,34,22,3,0,0,10,2,67
15030,202008,13,28,6,1,2,4,3,80
15030,202009,0,0,2,0,0,0,3,80
15031,202001,0,2,0,0,0,0,0,0
15031,202003,6,16,0,0,0,6,0,6
15031,202004,282,185,1,99,0,149,99,288
15031,202005,605,492,31,119,0,210,218,893
15031,202006,557,594,68,81,0,131,299,1450
15031,202007,464,746,46,51,0,120,350,1914
15031,202008,281,644,100,24,44,85,374,2195
15031,202009,0,2,57,0,0,0,374,2195
15032,202003,0,1,0,0,0,0,0,0
15032,202004,0,3,0,0,0,0,0,0
15032,202005,7,23,0,4,0,4,4,7
15032,202006,11,26,0,0,0,4,4,18
15032,202007,12,22,0,0,0,7,4,30
15032,202008,6,39,8,2,0,1,6,36
15032,202009,0,0,5,0,0,0,6,36
15033,202001,0,18,0,0,0,0,0,0
15033,202002,0,10,0,0,0,0,0,0
15033,202003,30,110,0,3,0,22,3,30
15033,202004,660,613,20,169,0,371,172,690
15033,202005,1802,1433,136,356,0,679,528,2492
15033,202006,2357,2010,242,412,0,599,940,4849
15033,202007,2080,2648,201,276,0,549,1216,6929
15033,202008,1484,2268,366,159,152,358,1375,8413
15033,202009,14,23,251,0,13,13,1375,8427
15034,202004,0,1,0,0,0,0,0,0
