cve_munedo,Periodo,confirmados,negativos,sospechoso,defuncion,activos,Activos_periodo,Muerte_acumuladas,Confirmados_acumulados
17016,202005,8,9,0,1,0,3,2,15
17016,202006,4,3,0,1,0,0,3,19
17016,202007,7,5,0,0,0,2,3,26
17016,202008,10,7,0,1,3,3,4,36
17017,202003,0,4,0,0,0,0,0,0
17017,202004,17,19,0,10,0,13,10,17
17017,202005,95,45,1,35,0,25,45,112
17017,202006,33,20,0,9,0,6,54,145
17017,202007,15,30,1,4,0,5,58,160
17017,202008,27,28,2,2,7,13,60,187
17017,202009,0,0,3,0,0,0,60,187
17018,202003,1,4,0,1,0,1,1,1
17018,202004,29,22,0,11,0,15,12,30
17018,202005,53,47,1,21,0,21,33,83
17018,202006,46,61,1,11,0,9,44,129
17018,202007,33,62,6,6,0,11,50,162
17018,202008,37,64,7,3,8,15,53,199
17018,202009,1,0,3,0,1,1,53,200
17019,202004,9,6,0,4,0,8,4,9
17019,202005,23,7,1,6,0,8,10,32
17019,202006,17,3,1,10,0,7,20,49
17019,202007,10,8,0,2,0,4,22,59
17019,202008,7,10,0,2,0,0,24,66
17019,202009,1,0,0,0,1,1,24,67
17020,202003,0,4,0,0,0,0,0,0
17020,202004,6,5,0,3,0,5,3,6
17020,202005,16,21,0,2,0,7,5,22
17020,202006,22,26,0,3,0,4,8,44
17020,202007,12,42,1,1,0,5,9,56
17020,202008,21,43,3,1,8,12,10,77
17020,202009,0,1,3,0,0,0,10,77
17021,202002,0,1,0,0,0,0,0,0
17021,202003,1,0,0,0,0,1,0,1
17021,202004,1,4,0,0,0,0,0,2
17021,202005,4,0,0,0,0,3,0,6
17021,202006,2,1,0,0,0,2,0,8
17021,202007,3,2,0,0,0,2,0,11
17021,202008,2,1,1,0,0,0,0,13
17021,202009,0,0,1,0,0,0,0,13
17022,202003,0,1,0,0,0,0,0,0
17022,202004,5,0,0,2,0,2,2,5
17022,202005,6,1,0,1,0,1,3,11
17022,202006,12,5,0,2,0,5,5,23
17022,202007,6,7,0,0,0,3,5,29
17022,202008,3,8,0,1,0,0,6,32
17023,202003,0,1,0,0,0,0,0,0
17023,202004,0,1,0,0,0,0,0,0
17023,202005,4,3,0,0,0,3,0,4
17023,202006,1,0,1,0,0,0,0,5
17023,202007,10,4,0,0,0,3,0,15
17023,202008,4,8,0,1,2,2,1,19
17024,202002,0,1,0,0,0,0,0,0
17024,202003,0,4,0,0,0,0,0,0
17024,202004,15,7,0,6,0,11,6,15
17024,202005,36,22,1,10,0,14,16,51
17024,202006,30,23,0,4,0,7,20,81
17024,202007,23,15,0,5,0,7,25,104
17024,202008,13,25,5,2,1,2,27,117
17024,202009,0,0,1,0,0,0,27,117
17025,202001,0,1,0,0,0,0,0,0
17025,202003,0,1,0,0,0,0,0,0
17025,202004,6,8,0,3,0,3,3,6
17025,202005,20,13,1,6,0,6,9,26
17025,202006,23,18,0,5,0,2,14,49
17025,202007,15,13,0,5,0,4,19,64
17025,202008,14,25,1,1,4,5,20,78
17025,202009,0,0,3,0,0,0,20,78
17026,202003,0,2,0,0,0,0,0,0
17026,202004,1,2,0,0,0,1,0,1
17026,202005,11,5,1,3,0,4,3,12
17026,202006,20,11,0,3,0,11,6,32
17026,202007,41,18,1,13,0,13,19,73
17026,202008,7,16,0,1,1,3,20,80
17027,202003,0,1,0,0,0,0,0,0
17027,202004,1,0,0,0,0,1,0,1
17027,202005,2,2,0,1,0,0,1,3
17027,202006,3,1,0,2,0,2,3,6
17027,202007,10,5,1,1,0,5,4,16
17027,202008,7,13,1,1,2,2,5,23
17028,202001,0,1,0,0,0,0,0,0
17028,202003,0,3,0,0,0,0,0,0
17028,202004,11,21,0,6,0,8,6,11
17028,202005,54,23,1,21,0,14,27,65
17028,202006,40,53,1,6,0,7,33,105
17028,202007,21,31,3,3,0,7,36,126
17028,202008,22,36,5,1,3,4,37,148
17028,202009,0,1,5,0,0,0,37,148
17029,202003,1,1,0,1,0,0,1,1
17029,202004,13,18,0,2,0,7,3,14
17029,202005,34,28,1,10,0,11,13,48
17029,202006,44,34,1,8,0,16,21,92
17029,202007,48,55,2,5,0,15,26,140
17029,202008,41,37,3,6,4,4,32,181
17029,202009,0,0,4,0,0,0,32,181
17030,202003,0,4,0,0,0,0,0,0
17030,202004,7,9,0,4,0,6,4,7
17030,202005,21,15,0,2,0,7,6,28
17030,202006,40,20,2,6,0,4,12,68
17030,202007,24,15,0,3,0,12,15,92
17030,202008,19,33,3,0,0,3,15,111
17030,202009,0,0,3,0,0,0,15,111
17031,202001,0,2,0,0,0,0,0,0
17031,202003,0,5,0,0,0,0,0,0
17031,202004,13,11,0,8,0,12,8,13
17031,202005,72,45,0,19,0,31,27,85
17031,202006,60,45,4,10,0,10,37,145
17031,202007,23,36,1,4,0,5,41,168
17031,202008,25,32,1,1,2,7,42,193
17031,202009,0,0,3,0,0,0,42,193
17032,202004,0,1,0,0,0,0,0,0
17032,202005,2,2,0,1,0,1,1,2
17032,202006,6,15,0,0,0,0,1,8
17032,202007,1,1,1,0,0,1,1,9
17032,202008,4,6,0,0,0,1,1,13
17033,202003,0,1,0,0,0,0,0,0
17033,202005,1,0,0,0,0,0,0,1
17033,202006,5,10,2,2,0,2,2,6
17033,202007,2,3,0,1,0,0,3,8
17033,202008,5,5,0,1,1,1,4,13
17034,202006,2,5,0,1,0,0,1,2
17034,202009,0,1,0,0,0,0,1,2
17035,202005,14,7,0,3,0,13,3,14
17035,202006,6,9,0,2,0,0,5,20
17035,202007,1,7,1,0,0,1,5,21
17035,202008,0,1,0,0,0,0,5,21
17035,202009,0,0,1,0,0,0,5,21
17053,202006,0,1,0,0,0,0,0,0
17056,202005,1,0,0,0,0,0,0,1
17063,202005,1,0,0,0,0,0,0,1
18001,202003,1,0,0,1,0,1,1,1
18001,202004,2,10,0,2,0,0,3,3
18001,202005,6,11,0,3,0,6,6,9
18001,202006,49,38,1,9,0,16,15,58
18001,202007,50,17,0,8,0,11,23,108
18001,202008,23,14,3,4,4,6,27,131
18002,202004,0,2,0,0,0,0,0,0
18002,202005,6,6,0,0,0,2,0,6
18002,202006,8,3,0,4,0,3,4,14
18002,202007,12,2,0,4,0,2,8,26
18002,202008,6,7,0,2,0,0,10,32
18003,202005,0,1,0,0,0,0,0,0
18003,202006,3,2,1,1,0,0,1,3
18003,202007,3,2,0,0,0,1,1,6
18003,202008,1,1,0,1,0,0,2,7
18004,202003,0,3,0,0,0,0,0,0
18004,202004,2,11,0,1,0,1,1,2
18004,202005,30,17,0,5,0,22,6,32
18004,202006,47,24,0,7,0,17,13,79
18004,202007,45,32,0,6,0,17,19,124
18004,202008,54,22,2,8,8,14,27,178
18004,202009,0,0,2,0,0,0,27,178
18005,202004,0,1,0,0,0,0,0,0
18005,202005,1,2,0,0,0,1,0,1
18005,202006,5,2,0,1,0,5,1,6
18005,202007,12,3,0,0,0,5,1,18
18005,202008,10,2,0,1,0,1,2,28
18006,202003,0,3,0,0,0,0,0,0
18006,202004,2,4,1,0,0,0,0,2
18006,202005,17,13,0,3,0,14,3,19
18006,202006,30,13,0,3,0,11,6,49
18006,202007,24,22,0,2,0,5,8,73
18006,202008,10,9,1,0,4,5,8,83
18007,202004,2,1,0,2,0,1,2,2
18007,202005,24,9,0,5,0,11,7,26
18007,202006,59,7,1,19,0,23,26,85
18007,202007,9,9,0,2,0,3,28,94
18007,202008,6,2,0,1,3,3,29,100
18008,202003,0,3,0,0,0,0,0,0
18008,202004,3,17,0,1,0,2,1,3
18008,202005,16,23,0,2,0,6,3,19
18008,202006,46,50,0,5,0,17,8,65
18008,202007,91,53,0,5,0,38,13,156
18008,202008,84,37,1,6,13,25,19,240
18008,202009,0,0,3,0,0,0,19,240
18009,202005,0,1,0,0,0,0,0,0
18009,202006,14,6,1,3,0,6,3,14
18009,202007,14,11,2,3,0,2,6,28
18009,202008,14,8,0,2,1,3,8,42
18009,202009,0,0,1,0,0,0,8,42
18010,202003,0,3,0,0,0,0,0,0
18010,202004,2,8,0,1,0,2,1,2
18010,202005,4,27,0,2,0,1,3,6
18010,202006,36,19,0,3,0,11,6,42
18010,202007,38,13,0,9,0,11,15,80
18010,202008,25,10,1,5,3,6,20,105
18010,202009,0,0,4,0,0,0,20,105
18011,202004,0,2,0,0,0,0,0,0
18011,202005,4,2,0,0,0,3,0,4
18011,202006,5,6,0,1,0,2,1,9
18011,202007,20,6,0,2,0,10,3,29
18011,202008,18,2,0,2,2,7,5,47
18011,202009,0,0,2,0,0,0,5,47
18012,202004,1,6,0,0,0,1,0,1
18012,202005,6,5,0,1,0,4,1,7
18012,202006,26,8,1,9,0,18,10,33
18012,202007,43,21,1,10,0,14,20,76
18012,202008,19,12,0,5,2,7,25,95
18013,202004,0,3,0,0,0,0,0,0
18013,202005,0,3,0,0,0,0,0,0
18013,202006,2,2,0,1,0,1,1,2
18013,202007,2,2,0,0,0,0,1,4
18013,202008,1,1,0,0,0,0,1,5
18014,202003,0,1,0,0,0,0,0,0
18014,202004,0,2,0,0,0,0,0,0
18014,202005,3,8,0,2,0,1,2,3
18014,202006,9,5,0,2,0,4,4,12
18014,202007,20,4,0,3,0,3,7,32
18014,202008,14,6,0,2,3,4,9,46
18015,202003,1,7,0,0,0,1,0,1
18015,202004,14,35,0,2,0,10,2,15
18015,202005,24,33,0,4,0,9,6,39
18015,202006,61,54,0,6,0,35,12,100
18015,202007,147,58,2,20,0,53,32,247
18015,202008,142,49,7,23,20,40,55,389
18015,202009,3,0,10,0,3,3,55,392
18016,202003,0,4,0,0,0,0,0,0
18016,202004,1,6,0,0,0,0,0,1
18016,202005,20,10,0,7,0,7,7,21
18016,202006,41,14,1,20,0,20,27,62
18016,202007,57,8,0,18,0,16,45,119
18016,202008,25,14,0,5,3,4,50,144
18017,202003,7,48,0,0,0,5,0,7
18017,202004,69,190,0,7,0,48,7,76
18017,202005,291,382,6,24,0,106,31,367
18017,202006,538,500,4,42,0,226,73,905
18017,202007,962,696,11,75,0,413,148,1867
18017,202008,837,421,21,64,156,258,212,2704
18017,202009,8,2,61,0,7,7,212,2712
18018,202003,0,1,0,0,0,0,0,0
18018,202004,3,7,0,2,0,1,2,3
18018,202005,21,14,0,4,0,9,6,24
18018,202006,35,17,0,6,0,11,12,59
18018,202007,43,20,0,9,0,17,21,102
18018,202008,50,20,1,13,8,17,34,152
18018,202009,3,0,14,0,3,3,34,155
18019,202004,1,1,0,0,0,1,0,1
18019,202005,2,2,0,0,0,1,0,3
18019,202007,0,1,0,0,0,0,0,3
18020,202001,0,4,0,0,0,0,0,0
18020,202002,0,5,0,0,0,0,0,0
18020,202003,1,16,0,0,0,0,0,1
18020,202004,12,37,0,1,0,7,1,13
18020,202005,59,55,4,11,0,30,12,72
18020,202006,189,70,7,23,0,67,35,261
18020,202007,193,100,11,25,0,39,60,454
18020,202008,103,64,6,9,12,24,69,557
18020,202009,3,0,10,0,3,3,69,560
18999,202007,1,0,0,0,0,0,0,1
18999,202008,1,0,0,0,0,0,0,2
19001,202005,1,0,0,0,0,0,0,1
19001,202006,2,3,0,0,0,0,0,3
19001,202007,4,1,0,0,0,0,0,7
19001,202008,4,2,0,0,0,0,0,11
19001,202009,1,0,0,0,1,1,0,12
19002,202003,0,2,0,0,0,0,0,0
19002,202004,0,1,0,0,0,0,0,0
19002,202005,0,3,0,0,0,0,0,0
19002,202006,2,3,0,1,0,1,1,2
19002,202007,4,6,0,0,0,1,1,6
19002,202008,1,3,0,0,1,1,1,7
19003,202003,0,1,0,0,0,0,0,0
19003,202005,1,2,0,0,0,0,0,1
19003,202007,1,3,0,0,0,0,0,2
19003,202008,0,1,0,0,0,0,0,2
19004,202003,0,2,0,0,0,0,0,0
19004,202004,2,19,0,1,0,2,1,2
19004,202005,8,108,0,2,0,2,3,10
19004,202006,37,49,2,2,0,21,5,47
19004,202007,186,76,3,4,0,75,9,233
19004,202008,142,136,3,0,26,47,9,375
19004,202009,2,2,37,0,2,2,9,377
19005,202003,0,1,0,0,0,0,0,0
19005,202004,2,10,0,1,0,2,1,2
19005,202005,0,5,0,0,0,0,1,2
19005,202006,0,6,1,0,0,0,1,2
19005,202007,40,26,9,2,0,23,3,42
19005,202008,22,13,5,0,4,6,3,64
19005,202009,0,0,6,0,0,0,3,64
19006,202001,0,32,0,0,0,0,0,0
19006,202002,0,34,0,0,0,0,0,0
19006,202003,1,95,0,0,0,0,0,1
19006,202004,55,447,0,5,0,31,5,56
19006,202005,141,670,7,20,0,57,25,197
19006,202006,628,766,16,46,0,316,71,825
19006,202007,1276,671,50,118,0,378,189,2101
19006,202008,997,701,109,82,184,327,271,3098
19006,202009,25,21,108,0,24,24,271,3123
19007,202003,0,1,0,0,0,0,0,0
19007,202004,0,2,0,0,0,0,0,0
19007,202005,2,123,1,0,0,2,0,2
19007,202006,10,332,0,0,0,7,0,12
19007,202007,11,26,0,0,0,2,0,23
19007,202008,6,9,0,0,1,3,0,29
19007,202009,0,0,11,0,0,0,0,29
19008,202003,0,1,0,0,0,0,0,0
19008,202006,2,5,0,0,0,1,0,2
19008,202007,4,5,0,0,0,0,0,6
19008,202008,3,6,0,0,0,0,0,9
19008,202009,0,0,3,0,0,0,0,9
19009,202003,0,3,0,0,0,0,0,0
19009,202004,2,37,0,1,0,1,1,2
19009,202005,14,45,0,3,0,1,4,16
19009,202006,62,79,2,6,0,27,10,78
19009,202007,142,45,7,21,0,33,31,220
19009,202008,97,71,11,9,26,38,40,317
19009,202009,0,5,7,0,0,0,40,317
19010,202002,0,1,0,0,0,0,0,0
19010,202003,0,5,0,0,0,0,0,0
19010,202004,5,25,0,0,0,1,0,5
19010,202005,8,31,22,2,0,2,2,13
19010,202006,39,22,25,3,0,25,5,52
19010,202007,71,35,94,6,0,16,11,123
19010,202008,34,37,16,2,7,7,13,157
19010,202009,0,0,2,0,0,0,13,157
19011,202002,0,1,0,0,0,0,0,0
19011,202004,0,6,0,0,0,0,0,0
19011,202005,0,10,0,0,0,0,0,0
19011,202006,6,28,0,0,0,3,0,6
19011,202007,21,19,0,0,0,11,0,27
19011,202008,43,17,1,1,19,31,1,70
19011,202009,0,0,17,0,0,0,1,70
19012,202003,0,1,0,0,0,0,0,0
19012,202004,0,18,0,0,0,0,0,0
19012,202005,8,30,1,1,0,3,1,8
19012,202006,32,21,5,6,0,19,7,40
19012,202007,68,29,33,6,0,20,13,108
19012,202008,43,36,166,3,6,11,16,151
19012,202009,1,0,7,0,1,1,16,152
19013,202003,0,1,0,0,0,0,0,0
19013,202004,0,7,0,0,0,0,0,0
19013,202005,6,8,0,0,0,2,0,6
19013,202006,19,16,0,1,0,9,1,25
19013,202007,22,8,2,0,0,1,1,47
19013,202008,2,3,1,0,1,1,1,49
19014,202004,0,4,0,0,0,0,0,0
19014,202005,5,262,0,0,0,4,0,5
19014,202006,38,366,0,0,0,16,0,43
19014,202007,53,61,0,0,0,28,0,96
19014,202008,63,48,2,1,13,16,1,159
19014,202009,1,0,11,0,1,1,1,160
19015,202004,0,2,0,0,0,0,0,0
19015,202005,0,2,0,0,0,0,0,0
19015,202006,0,1,0,0,0,0,0,0
19015,202007,4,2,0,0,0,0,0,4
19015,202008,0,1,0,0,0,0,0,4
19016,202002,0,1,0,0,0,0,0,0
19016,202004,0,1,0,0,0,0,0,0
19016,202005,0,2,0,0,0,0,0,0
19016,202006,1,3,0,0,0,1,0,1
19016,202007,3,2,0,1,0,0,1,4
19016,202008,0,4,0,0,0,0,1,4
19017,202003,0,2,0,0,0,0,0,0
19017,202004,0,5,0,0,0,0,0,0
19017,202005,13,475,0,0,0,11,0,13
19017,202006,36,301,0,0,0,12,0,49
19017,202007,70,108,1,3,0,31,3,119
19017,202008,49,111,5,1,12,20,4,168
19017,202009,0,0,8,0,0,0,4,168
19018,202003,2,34,0,0,0,2,0,2
19018,202004,12,135,0,1,0,7,1,14
19018,202005,44,166,1,0,0,17,1,58
19018,202006,210,322,6,9,0,122,10,268
19018,202007,504,311,21,22,0,124,32,772
19018,202008,421,289,44,18,102,162,50,1193
19018,202009,5,6,58,0,5,5,50,1198
19019,202002,0,1,0,0,0,0,0,0
19019,202003,40,100,0,1,0,6,1,40
19019,202004,6,120,0,1,0,3,2,46
19019,202005,36,241,2,1,0,7,3,82
19019,202006,68,128,7,8,0,34,11,150
19019,202007,186,139,13,8,0,40,19,336
19019,202008,139,143,26,6,30,51,25,475
19019,202009,0,5,15,0,0,0,25,475
19020,202004,0,2,0,0,0,0,0,0
19020,202005,1,3,0,0,0,0,0,1
19020,202006,13,7,0,0,0,10,0,14
19020,202007,52,21,0,0,0,6,0,66
19020,202008,0,4,0,0,0,0,0,66
19021,202001,0,1,0,0,0,0,0,0
19021,202002,0,2,0,0,0,0,0,0
19021,202003,1,44,0,0,0,1,0,1
19021,202004,23,253,0,3,0,10,3,24
19021,202005,101,418,3,11,0,28,14,125
19021,202006,367,414,4,30,0,189,44,492
19021,202007,787,394,11,67,0,204,111,1279
19021,202008,625,390,52,49,96,189,160,1904
19021,202009,13,16,48,0,13,13,160,1917
19022,202003,0,2,0,0,0,0,0,0
19022,202004,1,19,0,0,0,0,0,1
19022,202005,1,47,0,0,0,1,0,2
19022,202006,5,24,0,0,0,2,0,7
19022,202007,21,13,0,2,0,5,2,28
19022,202008,18,15,0,1,0,4,3,46
19022,202009,0,0,4,0,0,0,3,46
19023,202005,0,1,0,0,0,0,0,0
19023,202006,1,3,0,0,0,1,0,1
19023,202007,10,2,0,0,0,4,0,11
19023,202008,3,4,0,0,0,0,0,14
19023,202009,0,0,2,0,0,0,0,14
19024,202003,0,1,0,0,0,0,0,0
19024,202004,0,1,0,0,0,0,0,0
19024,202005,0,53,0,0,0,0,0,0
19024,202006,2,42,0,0,0,0,0,2
19024,202007,1,1,0,0,0,0,0,3
19024,202008,3,11,0,1,0,0,1,6
19024,202009,0,0,3,0,0,0,1,6
19025,202001,0,1,0,0,0,0,0,0
19025,202002,0,1,0,0,0,0,0,0
19025,202003,0,5,0,0,0,0,0,0
19025,202004,2,16,1,0,0,2,0,2
19025,202005,6,25,0,0,0,5,0,8
19025,202006,39,29,0,7,0,22,7,47
19025,202007,64,37,0,4,0,15,11,111
19025,202008,68,32,5,8,6,16,19,179
19025,202009,1,1,2,0,1,1,19,180
19026,202001,0,4,0,0,0,0,0,0
19026,202002,0,3,0,0,0,0,0,0
19026,202003,7,126,0,0,0,3,0,7
19026,202004,43,647,0,4,0,15,4,50
19026,202005,266,1008,39,34,0,106,38,316
19026,202006,841,1079,28,61,0,370,99,1157
19026,202007,1826,1018,43,168,0,552,267,2983
19026,202008,1173,856,121,109,236,408,376,4156
19026,202009,22,36,144,0,20,20,376,4178
19027,202003,0,1,0,0,0,0,0,0
19027,202004,0,1,0,0,0,0,0,0
19027,202005,0,1,0,0,0,0,0,0
19027,202006,1,10,0,0,0,0,0,1
19027,202007,10,6,0,0,0,2,0,11
19027,202008,1,1,0,1,0,0,1,12
19028,202004,0,1,0,0,0,0,0,0
19028,202005,1,0,0,0,0,0,0,1
19028,202006,0,1,0,0,0,0,0,1
19028,202008,2,1,0,1,1,1,1,3
19029,202003,0,1,0,0,0,0,0,0
19029,202004,0,1,0,0,0,0,0,0
19029,202005,0,3,0,0,0,0,0,0
19029,202006,4,10,0,1,0,0,1,4
19029,202007,13,6,0,0,0,1,1,17
19029,202008,6,4,0,0,0,1,1,23
19030,202005,2,36,0,0,0,2,0,2
19030,202006,1,50,0,0,0,0,0,3
19030,202007,4,8,0,0,0,2,0,7
19030,202008,2,6,0,0,0,0,0,9
19031,202001,0,9,0,0,0,0,0,0
19031,202002,0,4,0,0,0,0,0,0
19031,202003,0,30,0,0,0,0,0,0
19031,202004,35,273,1,4,0,22,4,35
19031,202005,71,265,3,10,0,33,14,106
19031,202006,262,291,5,21,0,109,35,368
19031,202007,523,301,18,37,0,146,72,891
19031,202008,373,278,20,13,87,145,85,1264
19031,202009,15,5,21,0,12,12,85,1279
19032,202004,0,1,0,0,0,0,0,0
19032,202005,0,1,0,0,0,0,0,0
19032,202006,5,22,0,0,0,0,0,5
19032,202007,7,7,0,0,0,1,0,12
19032,202008,14,8,3,0,11,12,0,26
19032,202009,0,0,1,0,0,0,0,26
19033,202003,0,3,0,0,0,0,0,0
19033,202004,5,46,0,0,0,3,0,5
19033,202005,17,109,1,1,0,14,1,22
19033,202006,88,232,1,3,0,27,4,110
19033,202007,205,173,1,5,0,65,9,315
19033,202008,173,75,7,7,34,62,16,488
19033,202009,15,8,31,0,14,14,16,503
19034,202004,0,2,0,0,0,0,0,0
19034,202005,4,10,0,1,0,2,1,4
19034,202006,4,1,0,1,0,1,2,8
19034,202007,0,1,0,0,0,0,2,8
19034,202008,10,3,0,2,1,4,4,18
19035,202003,0,1,0,0,0,0,0,0
19035,202004,0,5,0,0,0,0,0,0
19035,202006,1,11,0,0,0,0,0,1
19035,202007,6,2,0,0,0,2,0,7
19035,202009,0,0,1,0,0,0,0,7
19036,202004,0,2,0,0,0,0,0,0
19036,202005,0,156,0,0,0,0,0,0
19036,202006,5,141,0,0,0,2,0,5
19036,202007,3,2,0,0,0,1,0,8
19036,202008,4,4,0,0,2,3,0,12
19036,202009,0,0,3,0,0,0,0,12
19037,202004,0,4,0,0,0,0,0,0
19037,202005,1,2,0,0,0,1,0,1
19037,202006,1,3,0,0,0,0,0,2
19037,202007,0,1,1,0,0,0,0,2
19037,202008,2,2,0,1,0,0,1,4
19038,202003,0,18,0,0,0,0,0,0
19038,202004,2,43,0,0,0,2,0,2
19038,202005,15,145,0,2,0,7,2,17
19038,202006,98,149,1,1,0,31,3,115
19038,202007,100,78,2,4,0,40,7,215
19038,202008,129,90,3,3,26,42,10,344
19038,202009,1,1,30,0,1,1,10,345
19039,202001,0,3,0,0,0,0,0,0
19039,202002,0,6,0,0,0,0,0,0
19039,202003,31,375,1,2,0,17,2,31
19039,202004,82,1339,2,11,0,31,13,113
19039,202005,348,1809,16,33,0,195,46,461
19039,202006,1949,2482,58,126,0,898,172,2410
19039,202007,3866,2434,165,361,0,1082,533,6276
19039,202008,3036,2303,349,246,597,1029,779,9312
19039,202009,67,54,443,0,66,66,779,9379
19040,202004,0,2,0,0,0,0,0,0
19040,202007,7,3,0,0,0,1,0,7
19041,202001,0,6,0,0,0,0,0,0
19041,202002,0,6,0,0,0,0,0,0
19041,202003,0,14,0,0,0,0,0,0
19041,202004,10,46,0,4,0,7,4,10
19041,202005,11,47,0,0,0,4,4,21
19041,202006,54,68,3,9,0,33,13,75
19041,202007,135,44,1,15,0,33,28,210
19041,202008,97,100,4,7,24,41,35,307
19041,202009,2,1,11,0,2,2,35,309
19042,202004,0,2,0,0,0,0,0,0
19042,202006,3,8,0,0,0,0,0,3
19042,202007,3,0,0,0,0,1,0,6
19042,202008,4,1,0,0,0,1,0,10
19042,202009,0,0,1,0,0,0,0,10
19043,202004,0,1,0,0,0,0,0,0
19043,202006,0,1,0,0,0,0,0,0
19043,202007,2,1,0,0,0,1,0,2
19043,202008,2,3,0,0,0,2,0,4
19043,202009,0,0,1,0,0,0,0,4
19044,202003,0,4,0,0,0,0,0,0
19044,202004,1,22,0,0,0,0,0,1
19044,202005,31,135,0,0,0,31,0,32
19044,202006,47,104,0,4,0,24,4,79
19044,202007,111,73,1,2,0,39,6,190
19044,202008,186,137,2,4,63,85,10,376
19044,202009,2,0,16,0,2,2,10,378
19045,202003,2,5,0,0,0,1,0,2
19045,202004,2,27,0,0,0,1,0,4
19045,202005,12,31,2,0,0,6,0,16
19045,202006,69,40,19,1,0,40,1,85
19045,202007,119,44,31,6,0,23,7,204
19045,202008,68,59,17,4,12,22,11,272
19045,202009,1,1,6,0,1,1,11,273
19046,202001,1,2,0,0,0,0,0,1
19046,202002,0,4,0,0,0,0,0,1
19046,202003,5,89,0,1,0,3,1,6
19046,202004,23,351,0,3,0,8,4,29
19046,202005,83,666,3,11,0,41,15,112
19046,202006,553,727,10,70,0,302,85,665
19046,202007,1117,675,37,111,0,295,196,1782
19046,202008,811,711,88,71,149,268,267,2593
19046,202009,21,28,83,0,20,20,267,2614
19047,202004,0,4,0,0,0,0,0,0
19047,202005,1,2,0,1,0,1,1,1
19047,202006,4,5,0,2,0,2,3,5
19047,202007,6,5,1,1,0,4,4,11
19047,202008,14,18,1,3,0,1,7,25
19047,202009,1,0,1,0,1,1,7,26
19048,202003,1,32,0,0,0,1,0,1
19048,202004,11,228,0,1,0,4,1,12
19048,202005,70,394,3,5,0,31,6,82
19048,202006,343,560,15,22,0,176,28,425
19048,202007,800,492,150,50,0,172,78,1225
19048,202008,797,569,155,36,144,237,114,2022
19048,202009,8,3,104,0,7,7,114,2030
19049,202001,0,1,0,0,0,0,0,0
19049,202003,0,13,0,0,0,0,0,0
19049,202004,0,33,0,0,0,0,0,0
19049,202005,13,99,0,3,0,7,3,13
19049,202006,66,112,1,1,0,23,4,79
19049,202007,45,26,2,6,0,11,10,124
19049,202008,94,108,2,1,29,55,11,218
19049,202009,0,1,40,0,0,0,11,218
19050,202004,0,1,0,0,0,0,0,0
19050,202005,0,1,0,0,0,0,0,0
19050,202006,1,4,0,0,0,1,0,1
19050,202007,1,0,0,0,0,0,0,2
19050,202008,2,1,0,0,0,0,0,4
19051,202003,0,1,0,0,0,0,0,0
19051,202004,0,1,0,0,0,0,0,0
19051,202005,0,3,0,0,0,0,0,0
19051,202006,18,24,0,2,0,9,2,18
19051,202007,8,4,0,0,0,3,2,26
19051,202008,8,9,0,0,2,3,2,34
19051,202009,0,0,1,0,0,0,2,34
19066,202004,0,1,0,0,0,0,0,0
20001,202005,1,0,0,1,0,1,1,1
20001,202006,1,0,0,1,0,0,2,2
20001,202007,2,0,0,0,0,1,2,4
20001,202008,0,1,0,0,0,0,2,4
20002,202004,0,3,0,0,0,0,0,0
20002,202005,6,3,1,2,0,6,2,6
20002,202006,20,8,0,5,0,5,7,26
20002,202007,26,25,2,0,0,10,7,52
20002,202008,3,2,1,0,1,1,7,55
20003,202004,1,0,0,0,0,1,0,1
20004,202005,1,0,0,0,0,1,0,1
20004,202007,1,0,0,0,0,1,0,2
20005,202004,1,0,0,0,0,1,0,1
20005,202005,2,1,0,0,0,0,0,3
20005,202006,7,1,0,0,0,5,0,10
20005,202007,8,3,0,2,0,3,2,18
20005,202008,6,5,2,0,0,0,2,24
20006,202003,0,1,0,0,0,0,0,0
20006,202004,3,6,0,0,0,0,0,3
20006,202005,11,15,0,0,0,7,0,14
20006,202006,24,50,2,3,0,4,3,38
20006,202007,15,12,1,3,0,6,6,53
20006,202008,10,19,1,0,2,3,6,63
20006,202009,1,0,4,0,1,1,6,64
20007,202003,0,1,0,0,0,0,0,0
20007,202007,1,0,0,0,0,0,0,1
20009,202005,0,1,0,0,0,0,0,0
20009,202007,2,0,0,0,0,1,0,2
20009,202008,2,1,0,0,1,1,0,4
20009,202009,0,0,1,0,0,0,0,4
20010,202003,0,1,0,0,0,0,0,0
20010,202004,1,1,0,0,0,1,0,1
20010,202005,6,1,0,1,0,3,1,7
20010,202006,11,4,0,0,0,7,1,18
20010,202007,47,7,0,3,0,20,4,65
20010,202008,20,1,0,2,0,0,6,85
20011,202004,0,1,0,0,0,0,0,0
20011,202006,1,0,0,0,0,1,0,1
20012,202005,0,1,0,0,0,0,0,0
20012,202006,2,1,0,0,0,1,0,2
20012,202007,2,0,0,0,0,1,0,4
20012,202008,0,2,0,0,0,0,0,4
20012,202009,0,0,1,0,0,0,0,4
20013,202003,1,0,0,0,0,0,0,1
20013,202005,0,1,0,0,0,0,0,1
20013,202006,1,1,0,0,0,1,0,2
20013,202007,4,1,0,0,0,2,0,6
20013,202008,2,1,0,0,0,2,0,8
20014,202004,0,1,0,0,0,0,0,0
20014,202005,3,9,0,0,0,3,0,3
